purpose,mode,period,area,traveller_type,trip_rate,tt_desc
HBE,Car,AM,6,61,0.149,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,62,0.027,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,63,0.093,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,64,0.166,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,65,0.005,"female students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,66,0.026,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,67,0.006,"female students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,68,0.022,"female students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,69,0.030,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,70,0.005,"female students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,71,0.014,"female students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,72,0.024,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,73,0.001,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,74,0.008,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,76,0.008,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,77,0.012,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,78,0.003,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,79,0.008,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,80,0.014,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,81,0.000,"female 75+, in 1 adult households with no car"
HBE,Car,AM,6,82,0.003,"female 75+, in 1 adult households with one or more cars"
HBE,Car,AM,6,83,0.000,"female 75+, in 2 adult households with no car"
HBE,Car,AM,6,84,0.002,"female 75+, in 2 adult households with one car"
HBE,Car,AM,6,85,0.006,"female 75+, in 2 adult households with two plus cars"
HBE,Car,AM,6,86,0.000,"female 75+, in 3+ adult households with no car"
HBE,Car,AM,6,87,0.005,"female 75+, in 3+ adult households with one car"
HBE,Car,AM,6,88,0.009,"female 75+, in 3+ adult households with two plus cars"
HBE,Car,AM,7,1,0.002,"Children (0 to 15), in 1 adult household with no car"
HBE,Car,AM,7,2,0.008,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,Car,AM,7,3,0.003,"Children (0 to 15), in 2 adult household with no car"
HBE,Car,AM,7,4,0.008,"Children (0 to 15), in 2 adult household with one car"
HBE,Car,AM,7,5,0.010,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,Car,AM,7,6,0.002,"Children (0 to 15), in 3+ adult household with no car"
HBE,Car,AM,7,7,0.006,"Children (0 to 15), in 3+ adult household with one car"
HBE,Car,AM,7,8,0.009,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,Car,AM,7,9,0.034,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,10,0.195,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,11,0.031,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,12,0.144,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,13,0.304,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,14,0.040,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,15,0.113,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,16,0.242,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,17,0.046,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,18,0.169,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,19,0.031,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,20,0.148,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,21,0.227,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,22,0.035,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,23,0.112,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,24,0.176,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,25,0.005,"male students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,26,0.018,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,27,0.005,"male students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,28,0.017,"male students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,29,0.022,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,30,0.005,"male students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,31,0.013,"male students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,32,0.018,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,33,0.004,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,34,0.015,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,35,0.004,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,36,0.014,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,37,0.023,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,38,0.007,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,39,0.018,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,40,0.027,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,41,0.000,"male 75+, in 1 adult households with no car"
HBE,Car,AM,7,42,0.006,"male 75+, in 1 adult households with one car"
HBE,Car,AM,7,43,0.000,"male 75+, in 2 adult households with no car"
HBE,Car,AM,7,44,0.004,"male 75+, in 2 adult households with one car"
HBE,Car,AM,7,45,0.013,"male 75+, in 2 adult households with two plus cars"
HBE,Car,AM,7,46,0.000,"male 75+, in 3+ adult households with no car"
HBE,Car,AM,7,47,0.010,"male 75+, in 3+ adult households with one car"
HBE,Car,AM,7,48,0.016,"male 75+, in 3+ adult households with two plus cars"
HBE,Car,AM,7,49,0.025,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,50,0.147,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,51,0.024,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,52,0.108,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,53,0.204,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,54,0.030,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,55,0.086,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,56,0.157,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,57,0.028,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,58,0.120,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,59,0.021,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,60,0.110,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,61,0.160,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,62,0.027,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,63,0.095,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,64,0.149,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,65,0.006,"female students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,66,0.027,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,67,0.006,"female students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,68,0.022,"female students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,69,0.033,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,70,0.005,"female students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,71,0.014,"female students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,72,0.021,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,73,0.001,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,7,74,0.008,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,7,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,7,76,0.009,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,7,77,0.014,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,7,78,0.003,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,7,79,0.009,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,7,80,0.014,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,7,81,0.000,"female 75+, in 1 adult households with no car"
HBE,Car,AM,7,82,0.003,"female 75+, in 1 adult households with one or more cars"
HBE,Car,AM,7,83,0.000,"female 75+, in 2 adult households with no car"
HBE,Car,AM,7,84,0.002,"female 75+, in 2 adult households with one car"
HBE,Car,AM,7,85,0.006,"female 75+, in 2 adult households with two plus cars"
HBE,Car,AM,7,86,0.000,"female 75+, in 3+ adult households with no car"
HBE,Car,AM,7,87,0.005,"female 75+, in 3+ adult households with one car"
HBE,Car,AM,7,88,0.008,"female 75+, in 3+ adult households with two plus cars"
HBE,Car,AM,8,1,0.002,"Children (0 to 15), in 1 adult household with no car"
HBE,Car,AM,8,2,0.007,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,Car,AM,8,3,0.002,"Children (0 to 15), in 2 adult household with no car"
HBE,Car,AM,8,4,0.006,"Children (0 to 15), in 2 adult household with one car"
HBE,Car,AM,8,5,0.008,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,Car,AM,8,6,0.002,"Children (0 to 15), in 3+ adult household with no car"
HBE,Car,AM,8,7,0.005,"Children (0 to 15), in 3+ adult household with one car"
HBE,Car,AM,8,8,0.008,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,Car,AM,8,9,0.039,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,8,10,0.240,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,8,11,0.036,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,8,12,0.184,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,8,13,0.304,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,8,14,0.046,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,8,15,0.130,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,8,16,0.242,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,8,17,0.048,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,8,18,0.178,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,8,19,0.033,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,8,20,0.137,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,8,21,0.215,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,8,22,0.037,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,8,23,0.116,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,8,24,0.180,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,8,25,0.005,"male students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,8,26,0.018,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,8,27,0.005,"male students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,8,28,0.015,"male students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,8,29,0.020,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,8,30,0.005,"male students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,8,31,0.013,"male students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,8,32,0.018,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,8,33,0.005,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,8,34,0.017,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,8,35,0.005,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,8,36,0.014,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,8,37,0.024,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,8,38,0.008,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,8,39,0.022,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,8,40,0.032,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,8,41,0.000,"male 75+, in 1 adult households with no car"
