purpose,mode,period,area,work_type,traveller_type,trip_rate,tt_desc
HBE,Car,AM,5,WAH,49,0.017525543,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,WAH,50,0.120392862,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,WAH,51,0.016001583,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,WAH,52,0.069340193,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,WAH,53,0.139442365,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,WAH,54,0.020573464,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,WAH,55,0.058672471,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,WAH,56,0.083817815,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,5,WAH,57,0.022097424,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,WAH,58,0.099057418,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,WAH,59,0.016001583,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,WAH,60,0.073150093,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,WAH,61,0.097533458,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,WAH,62,0.019811484,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,WAH,63,0.071626133,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,WAH,64,0.102867319,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,5,ALL,65,0.006,"female students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,ALL,66,0.029,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,ALL,67,0.006,"female students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,ALL,68,0.019,"female students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,ALL,69,0.032,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,ALL,70,0.005,"female students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,ALL,71,0.015,"female students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,ALL,72,0.021,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,5,ALL,73,0.001,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,ALL,74,0.008,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,ALL,76,0.007,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,ALL,77,0.011,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,ALL,78,0.003,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,ALL,79,0.008,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,ALL,80,0.011,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,5,ALL,81,0,"female 75+, in 1 adult households with no car"
HBE,Car,AM,5,ALL,82,0.003,"female 75+, in 1 adult households with one or more cars"
HBE,Car,AM,5,ALL,83,0,"female 75+, in 2 adult households with no car"
HBE,Car,AM,5,ALL,84,0.002,"female 75+, in 2 adult households with one car"
HBE,Car,AM,5,ALL,85,0.006,"female 75+, in 2 adult households with two plus cars"
HBE,Car,AM,5,ALL,86,0,"female 75+, in 3+ adult households with no car"
HBE,Car,AM,5,ALL,87,0.005,"female 75+, in 3+ adult households with one car"
HBE,Car,AM,5,ALL,88,0.008,"female 75+, in 3+ adult households with two plus cars"
HBE,Car,AM,5,WBC,9,0.032346257,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,WBC,10,0.204859628,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,WBC,11,0.03018984,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,WBC,12,0.136932488,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,WBC,13,0.274943184,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,WBC,14,0.0377373,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,WBC,15,0.127228611,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,WBC,16,0.221032756,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,5,WBC,17,0.051754011,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,WBC,18,0.200546793,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,WBC,19,0.034502674,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,WBC,20,0.143401739,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,WBC,21,0.239362302,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,WBC,22,0.038815508,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,WBC,23,0.123993985,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,WBC,24,0.189764708,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,5,WBC,49,0.024798797,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,WBC,50,0.170356954,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,WBC,51,0.02264238,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,WBC,52,0.09811698,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,WBC,53,0.197312168,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,WBC,54,0.029111631,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,WBC,55,0.08302206,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,WBC,56,0.118602942,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,5,WBC,57,0.031268048,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,5,WBC,58,0.140167114,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,5,WBC,59,0.02264238,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,5,WBC,60,0.103508022,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,5,WBC,61,0.138010697,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,5,WBC,62,0.028033423,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,5,WBC,63,0.101351605,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,5,WBC,64,0.145558156,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,ALL,1,0.002,"Children (0 to 15), in 1 adult household with no car"
HBE,Car,AM,6,ALL,2,0.006,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,Car,AM,6,ALL,3,0.002,"Children (0 to 15), in 2 adult household with no car"
HBE,Car,AM,6,ALL,4,0.006,"Children (0 to 15), in 2 adult household with one car"
HBE,Car,AM,6,ALL,5,0.007,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,Car,AM,6,ALL,6,0.002,"Children (0 to 15), in 3+ adult household with no car"
HBE,Car,AM,6,ALL,7,0.005,"Children (0 to 15), in 3+ adult household with one car"
HBE,Car,AM,6,ALL,8,0.008,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,Car,AM,6,WAH,9,0.024383364,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,WAH,10,0.137918405,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,WAH,11,0.022097424,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,WAH,12,0.103629299,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,WAH,13,0.198876816,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,WAH,14,0.028193265,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,WAH,15,0.080769895,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,WAH,16,0.183637213,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,WAH,17,0.034289106,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,WAH,18,0.128012663,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,WAH,19,0.022859404,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,WAH,20,0.11277306,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,WAH,21,0.163063749,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,WAH,22,0.026669305,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,WAH,23,0.084579795,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,WAH,24,0.152396028,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,ALL,25,0.005,"male students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,ALL,26,0.018,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,ALL,27,0.005,"male students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,ALL,28,0.018,"male students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,ALL,29,0.021,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,ALL,30,0.005,"male students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,ALL,31,0.013,"male students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,ALL,32,0.021,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,ALL,33,0.004,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,ALL,34,0.014,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,ALL,35,0.004,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,ALL,36,0.013,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,ALL,37,0.021,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,ALL,38,0.006,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,ALL,39,0.016,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,ALL,40,0.028,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,ALL,41,0,"male 75+, in 1 adult households with no car"
HBE,Car,AM,6,ALL,42,0.006,"male 75+, in 1 adult households with one car"
HBE,Car,AM,6,ALL,43,0,"male 75+, in 2 adult households with no car"
HBE,Car,AM,6,ALL,44,0.004,"male 75+, in 2 adult households with one car"
HBE,Car,AM,6,ALL,45,0.012,"male 75+, in 2 adult households with two plus cars"
HBE,Car,AM,6,ALL,46,0,"male 75+, in 3+ adult households with no car"
HBE,Car,AM,6,ALL,47,0.01,"male 75+, in 3+ adult households with one car"
HBE,Car,AM,6,ALL,48,0.018,"male 75+, in 3+ adult households with two plus cars"
HBE,Car,AM,6,WAH,49,0.018287523,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,WAH,50,0.104391279,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,WAH,51,0.016763563,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,WAH,52,0.077721974,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,WAH,53,0.137156425,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,WAH,54,0.021335444,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,WAH,55,0.060196431,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,WAH,56,0.127250683,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,WAH,57,0.021335444,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,WAH,58,0.089913656,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,WAH,59,0.015239603,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,WAH,60,0.083055835,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,WAH,61,0.113535041,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,WAH,62,0.020573464,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,WAH,63,0.070864153,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,WAH,64,0.126488703,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,ALL,65,0.005,"female students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,ALL,66,0.026,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,ALL,67,0.006,"female students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,ALL,68,0.022,"female students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,ALL,69,0.03,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,AM,6,ALL,70,0.005,"female students (16 to 74), in 3+ adult households with no car"
HBE,Car,AM,6,ALL,71,0.014,"female students (16 to 74), in 3+ adult households with one car"
HBE,Car,AM,6,ALL,72,0.024,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,AM,6,ALL,73,0.001,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,AM,6,ALL,74,0.008,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,AM,6,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,AM,6,ALL,76,0.008,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,AM,6,ALL,77,0.012,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
